comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,9,0.6666666666666666,0.6666666666666666
3,44,0.6564033189033188,0.7208480565371025
4,7,0.6666666666666666,0.5454545454545454
5,6,0.611111111111111,0.7142857142857143
6,11,0.5168831168831169,0.65625
7,2,0.0,0.0
8,2,0.0,0.0
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,9,0.6666666666666666,0.6666666666666666
3,44,0.6564033189033188,0.7208480565371025
4,7,0.6666666666666666,0.5454545454545454
5,6,0.611111111111111,0.7142857142857143
6,11,0.5168831168831169,0.65625
7,2,0.0,0.0
8,2,0.0,0.0
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,9,0.6666666666666666,0.6666666666666666
3,44,0.6564033189033188,0.7208480565371025
4,7,0.6666666666666666,0.5454545454545454
5,6,0.611111111111111,0.7142857142857143
6,11,0.5168831168831169,0.65625
7,2,0.0,0.0
8,2,0.0,0.0
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,9,0.6666666666666666,0.6666666666666666
3,44,0.6564033189033188,0.7208480565371025
4,7,0.6666666666666666,0.5454545454545454
5,6,0.611111111111111,0.7142857142857143
6,11,0.5168831168831169,0.65625
7,2,0.0,0.0
8,2,0.0,0.0
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,9,0.6666666666666666,0.6666666666666666
3,44,0.6564033189033188,0.7208480565371025
4,7,0.6666666666666666,0.5454545454545454
5,6,0.611111111111111,0.7142857142857143
6,11,0.5168831168831169,0.65625
7,2,0.0,0.0
8,2,0.0,0.0
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,79,0.6605786618444847,0.7000964320154291
3,4,0.5833333333333333,0.6
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,55,0.6336586645677553,0.6947743467933492
3,7,0.738095238095238,0.5714285714285714
4,7,0.6333333333333334,0.6857142857142857
5,11,0.561038961038961,0.7611940298507462
6,4,0.5833333333333333,0.6
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,80,0.6095003607503606,0.6809116809116809
3,2,0.0,0.0
4,2,0.0,0.0
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,66,0.6457825003279549,0.7125813449023861
3,7,0.738095238095238,0.5714285714285714
4,6,0.8444444444444444,0.7894736842105263
5,2,0.0,0.0
6,2,0.0,0.0
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,73,0.6281563185672775,0.6991786447638604
3,7,0.6333333333333334,0.6857142857142857
4,4,0.0,0.0
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,9,0.6666666666666666,0.6666666666666666
3,44,0.6564033189033188,0.7208480565371025
4,7,0.6666666666666666,0.5454545454545454
5,6,0.611111111111111,0.7142857142857143
6,11,0.5168831168831169,0.65625
7,2,0.0,0.0
8,2,0.0,0.0
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,9,0.6666666666666666,0.6666666666666666
3,44,0.6564033189033188,0.7208480565371025
4,7,0.6666666666666666,0.5454545454545454
5,6,0.611111111111111,0.7142857142857143
6,11,0.5168831168831169,0.65625
7,2,0.0,0.0
8,2,0.0,0.0
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,9,0.6666666666666666,0.6666666666666666
3,44,0.6564033189033188,0.7208480565371025
4,7,0.6666666666666666,0.5454545454545454
5,6,0.611111111111111,0.7142857142857143
6,11,0.5168831168831169,0.65625
7,2,0.0,0.0
8,2,0.0,0.0
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,9,0.6666666666666666,0.6666666666666666
3,44,0.6564033189033188,0.7208480565371025
4,7,0.6666666666666666,0.5454545454545454
5,6,0.611111111111111,0.7142857142857143
6,11,0.5168831168831169,0.65625
7,2,0.0,0.0
8,2,0.0,0.0
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,9,0.6666666666666666,0.6666666666666666
3,44,0.6564033189033188,0.7208480565371025
4,7,0.6666666666666666,0.5454545454545454
5,6,0.611111111111111,0.7142857142857143
6,11,0.5168831168831169,0.65625
7,2,0.0,0.0
8,2,0.0,0.0
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,62,0.6643345901410418,0.7039312039312039
3,7,0.738095238095238,0.5714285714285714
4,11,0.5978354978354978,0.8013698630136986
5,4,0.0,0.0
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,80,0.607812049062049,0.6848484848484848
3,4,0.0,0.0
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,73,0.6210846231394176,0.6954261954261954
3,7,0.6666666666666666,0.5454545454545454
4,4,0.0,0.0
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,73,0.6216272312162723,0.6862539349422875
3,7,0.4523809523809524,0.625
4,2,0.0,0.0
5,2,0.0,0.0
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,80,0.6303607503607503,0.6720686367969495
3,4,0.0,0.0
