comp,bumber of nodes,global clustering coefficient,transitivity
1,13,0.41025641025641024,0.5121951219512195
2,15,0.3888888888888889,0.4883720930232558
3,6,0.0,0.0
4,7,0.7857142857142857,0.717391304347826
5,9,0.5814814814814815,0.72
6,19,0.25438596491228066,0.3333333333333333
7,2,0.0,0.0
8,10,0.5366666666666667,0.7272727272727273
9,18,0.5981481481481481,0.6
10,3,0.0,0.0
11,5,0.9,0.875
12,8,0.625,0.5625
13,18,0.5240740740740741,0.5142857142857142
14,4,0.8333333333333333,0.75
15,17,0.5588235294117647,0.6428571428571429
16,4,1.0,1.0
17,25,0.4,0.4714285714285714
18,5,0.5333333333333333,0.6
19,5,0.4666666666666666,0.5
20,8,0.375,0.391304347826087
21,6,0.7777777777777777,0.6
22,13,0.3974358974358974,0.525
23,17,0.480672268907563,0.5555555555555556
24,3,1.0,1.0
25,4,1.0,1.0
26,5,0.0,0.0
27,4,0.5833333333333333,0.6
28,6,0.9,0.8666666666666667
29,2,0.0,0.0
30,4,1.0,1.0
31,4,0.5833333333333333,0.6
32,2,0.0,0.0
33,10,0.36666666666666664,0.45
34,8,0.718452380952381,0.6111111111111112
35,10,0.4866666666666667,0.6774193548387096
36,4,1.0,1.0
37,3,0.0,0.0
38,7,0.3333333333333333,0.375
39,2,0.0,0.0
40,3,0.0,0.0
41,5,1.0,1.0
42,7,0.7857142857142857,0.6176470588235294
43,2,0.0,0.0
44,3,1.0,1.0
45,2,0.0,0.0
46,8,0.2916666666666667,0.3333333333333333
47,5,0.5333333333333333,0.6
48,8,0.47916666666666663,0.625
49,4,0.5833333333333333,0.6
50,5,0.0,0.0
51,2,0.0,0.0
52,2,0.0,0.0
53,8,0.20833333333333331,0.3
54,4,0.5833333333333333,0.6
55,3,0.0,0.0
56,4,0.8333333333333333,0.75
57,4,0.8333333333333333,0.75
58,2,0.0,0.0
59,2,0.0,0.0
60,3,0.0,0.0
61,4,0.0,0.0
62,5,0.7,0.8
63,4,0.8333333333333333,0.75
64,2,0.0,0.0
65,2,0.0,0.0
66,2,0.0,0.0
67,2,0.0,0.0
68,2,0.0,0.0
69,2,0.0,0.0
70,2,0.0,0.0
